452,2012-12-02 00:40:01.046883+00,2012-12-02 00:40:01.753007+00,t,f,"","",9780765325563
453,2013-04-29 11:48:15.11981+00,2013-05-05 01:41:01.93947+00,t,f,"","",9780753820254
454,2011-10-10 18:51:17.707289+00,2011-10-25 18:51:17.707289+00,t,f,"","",9780752883304
455,2011-12-12 02:48:38.503852+00,2011-12-15 15:02:06.531652+00,t,f,"","",9780752851372
456,2011-08-04 03:01:16.211495+00,2011-08-04 13:40:22.697578+00,t,f,"","",9780749007096
457,2012-05-13 13:24:29.373964+00,2012-05-28 20:00:02.209177+00,t,f,"","",9780747586838
458,2013-01-10 05:08:17.116057+00,2013-01-21 05:02:38.989279+00,t,f,"","",9780747568766
462,2011-10-23 03:44:07.348205+00,2011-10-23 03:44:10.853245+00,t,f,"","",9780689878558
463,2012-12-29 05:24:25.870106+00,2013-04-19 02:41:29.22867+00,t,f,"","",9780670916764
464,2013-07-25 14:18:09.76631+00,2013-07-27 02:18:09.76631+00,t,f,"","",9780575132467
465,2013-07-28 02:18:17.20027+00,2013-07-31 02:18:21.21305+00,t,f,"","",9780575132467
466,2012-06-26 22:44:43.964305+00,2012-06-26 22:46:56.867416+00,t,f,"","",9780575097643
467,2012-08-20 01:07:23.211176+00,2012-08-31 02:19:35.394192+00,t,f,"","",9780575097643
468,2012-03-09 21:16:25.465094+00,2012-03-23 14:56:33.386262+00,t,f,"","",9780575097605
469,2012-08-20 01:07:00.08637+00,2012-08-20 01:07:04.480208+00,t,f,"","",9780575097605
470,2012-08-20 01:06:31.903059+00,2012-08-20 01:06:38.165739+00,t,f,"","",9780575097568
471,2013-06-06 00:55:25.62695+00,2013-06-06 00:55:30.68517+00,t,f,"","",9780575085428
472,2012-11-15 13:50:01.386715+00,2012-11-20 01:17:13.245559+00,t,f,"","",9780575081413
473,2012-11-15 04:43:14.428318+00,2012-11-15 04:45:45.308453+00,t,f,"","",9780575081406
474,2012-03-23 15:00:12.736814+00,2012-03-30 16:45:36.69224+00,t,f,"","",9780575076952
475,2012-03-17 23:11:01.142962+00,2012-03-17 23:11:41.597719+00,t,f,"","",9780575076945
476,2013-05-13 22:06:44.86635+00,2013-05-19 22:06:48.8867+00,t,f,"","",9780575076945
573,2014-04-12 08:40:00.113349+00,2014-04-12 11:40:00.113349+00,t,f,"","",9780374532079
584,2014-05-21 21:12:16.937841+00,2014-05-25 21:13:45.923671+00,t,f,"","",9780356502571
590,2014-06-24 22:11:22.841637+00,2014-06-27 22:51:30.600982+00,t,f,"","",9780230763210
603,2014-09-03 19:10:36.420095+00,2014-09-05 13:42:29.790349+00,t,f,"","",9781908968135
605,2014-09-06 09:11:34.995636+00,2014-09-06 20:50:14.898915+00,t,f,"","",9781849906517
408,2012-08-31 02:19:59.247681+00,2014-09-06 20:50:43.204198+00,t,t,"","",9781848313071
608,2014-09-07 19:07:45.335473+00,2014-09-07 19:07:45.522846+00,t,f,"","",9781447249764
